gene	gene_name	n_snps_in_model	n_snps_used	pred_perf_r2	pred_perf_pval
ENSG00000172893	NA	29	24.0	NA	NA
ENSG00000172901	NA	5	5.0	NA	NA
ENSG00000172922	NA	17	13.0	NA	NA
ENSG00000172932	NA	16	4.0	NA	NA
ENSG00000172935	NA	26	18.0	NA	NA
ENSG00000172939	NA	41	21.0	NA	NA
ENSG00000172954	NA	69	45.0	NA	NA
ENSG00000172965	NA	27	23.0	NA	NA
ENSG00000172971	NA	8	6.0	NA	NA
ENSG00000172977	NA	16	7.0	NA	NA
ENSG00000172985	NA	25	17.0	NA	NA
ENSG00000172986	NA	30	22.0	NA	NA
ENSG00000172987	NA	36	22.0	NA	NA
ENSG00000172992	NA	25	21.0	NA	NA
ENSG00000172995	NA	13	9.0	NA	NA
ENSG00000173039	NA	2	2.0	NA	NA
ENSG00000173040	NA	26	16.0	NA	NA
ENSG00000173041	NA	127	44.0	NA	NA
ENSG00000173064	NA	30	14.0	NA	NA
ENSG00000173209	NA	48	24.0	NA	NA
ENSG00000173210	NA	35	22.0	NA	NA
ENSG00000173214	NA	26	15.0	NA	NA
ENSG00000173218	NA	35	30.0	NA	NA
ENSG00000173221	NA	32	20.0	NA	NA
ENSG00000173226	NA	51	42.0	NA	NA
ENSG00000173230	NA	23	21.0	NA	NA
ENSG00000173253	NA	40	23.0	NA	NA
ENSG00000173258	NA	11	10.0	NA	NA
ENSG00000173262	NA	90	53.0	NA	NA
ENSG00000173264	NA	16	11.0	NA	NA
ENSG00000173267	NA	78	32.0	NA	NA
ENSG00000173269	NA	8	8.0	NA	NA
ENSG00000173272	NA	84	47.0	NA	NA
ENSG00000173273	NA	57	32.0	NA	NA
ENSG00000173295	NA	49	28.0	NA	NA
ENSG00000173327	NA	12	11.0	NA	NA
ENSG00000173349	NA	3	1.0	NA	NA
ENSG00000173372	NA	16	7.0	NA	NA
ENSG00000173376	NA	3	1.0	NA	NA
ENSG00000173391	NA	55	41.0	NA	NA
ENSG00000173404	NA	45	38.0	NA	NA
ENSG00000173456	NA	16	8.0	NA	NA
ENSG00000173457	NA	11	11.0	NA	NA
ENSG00000173473	NA	2	1.0	NA	NA
ENSG00000173480	NA	91	51.0	NA	NA
ENSG00000173531	NA	70	15.0	NA	NA
ENSG00000173535	NA	30	20.0	NA	NA
ENSG00000173540	NA	28	13.0	NA	NA
ENSG00000173542	NA	5	5.0	NA	NA
ENSG00000173545	NA	16	11.0	NA	NA
ENSG00000173548	NA	20	8.0	NA	NA
ENSG00000173559	NA	34	16.0	NA	NA
ENSG00000173566	NA	37	25.0	NA	NA
ENSG00000173567	NA	2	2.0	NA	NA
ENSG00000173581	NA	6	4.0	NA	NA
ENSG00000173588	NA	4	3.0	NA	NA
ENSG00000173597	NA	25	14.0	NA	NA
ENSG00000173598	NA	34	25.0	NA	NA
ENSG00000173611	NA	16	7.0	NA	NA
ENSG00000173614	NA	24	12.0	NA	NA
ENSG00000173621	NA	13	5.0	NA	NA
ENSG00000173638	NA	13	9.0	NA	NA
ENSG00000173641	NA	27	24.0	NA	NA
ENSG00000173660	NA	9	4.0	NA	NA
ENSG00000173692	NA	24	16.0	NA	NA
ENSG00000173705	NA	82	44.0	NA	NA
ENSG00000173706	NA	21	12.0	NA	NA
ENSG00000173714	NA	1	1.0	NA	NA
ENSG00000173715	NA	86	39.0	NA	NA
ENSG00000173744	NA	53	36.0	NA	NA
ENSG00000173757	NA	25	11.0	NA	NA
ENSG00000173801	NA	45	28.0	NA	NA
ENSG00000173805	NA	15	12.0	NA	NA
ENSG00000173809	NA	12	9.0	NA	NA
ENSG00000173811	NA	14	14.0	NA	NA
ENSG00000173812	NA	6	3.0	NA	NA
ENSG00000173818	NA	61	37.0	NA	NA
ENSG00000173821	NA	110	50.0	NA	NA
ENSG00000173826	NA	21	7.0	NA	NA
ENSG00000173838	NA	41	14.0	NA	NA
ENSG00000173848	NA	22	12.0	NA	NA
ENSG00000173852	NA	70	32.0	NA	NA
ENSG00000173890	NA	32	16.0	NA	NA
ENSG00000173898	NA	3	1.0	NA	NA
ENSG00000173905	NA	30	21.0	NA	NA
ENSG00000173915	NA	22	15.0	NA	NA
ENSG00000173918	NA	25	19.0	NA	NA
ENSG00000173926	NA	9	7.0	NA	NA
ENSG00000173928	NA	6	4.0	NA	NA
ENSG00000173930	NA	55	37.0	NA	NA
ENSG00000173950	NA	65	49.0	NA	NA
ENSG00000173960	NA	31	25.0	NA	NA
ENSG00000173988	NA	19	14.0	NA	NA
ENSG00000173991	NA	27	21.0	NA	NA
ENSG00000173992	NA	14	7.0	NA	NA
ENSG00000174004	NA	5	2.0	NA	NA
ENSG00000174007	NA	45	28.0	NA	NA
ENSG00000174013	NA	4	4.0	NA	NA
ENSG00000174021	NA	65	23.0	NA	NA
ENSG00000174032	NA	76	53.0	NA	NA
ENSG00000174038	NA	25	16.0	NA	NA
ENSG00000174080	NA	37	22.0	NA	NA
ENSG00000174093	NA	28	9.0	NA	NA
ENSG00000174099	NA	15	14.0	NA	NA
ENSG00000174100	NA	48	23.0	NA	NA
ENSG00000174106	NA	20	10.0	NA	NA
ENSG00000174123	NA	23	17.0	NA	NA
ENSG00000174125	NA	19	18.0	NA	NA
ENSG00000174130	NA	79	53.0	NA	NA
ENSG00000174132	NA	20	11.0	NA	NA
ENSG00000174136	NA	6	5.0	NA	NA
ENSG00000174137	NA	44	26.0	NA	NA
ENSG00000174145	NA	47	26.0	NA	NA
ENSG00000174151	NA	21	13.0	NA	NA
ENSG00000174165	NA	25	17.0	NA	NA
ENSG00000174171	NA	14	6.0	NA	NA
ENSG00000174173	NA	31	11.0	NA	NA
ENSG00000174177	NA	25	18.0	NA	NA
ENSG00000174194	NA	39	16.0	NA	NA
ENSG00000174196	NA	25	9.0	NA	NA
ENSG00000174226	NA	76	50.0	NA	NA
ENSG00000174231	NA	22	9.0	NA	NA
ENSG00000174236	NA	38	29.0	NA	NA
ENSG00000174243	NA	26	13.0	NA	NA
ENSG00000174292	NA	7	5.0	NA	NA
ENSG00000174306	NA	26	14.0	NA	NA
ENSG00000174307	NA	25	21.0	NA	NA
ENSG00000174348	NA	36	26.0	NA	NA
ENSG00000174353	NA	26	6.0	NA	NA
ENSG00000174368	NA	13	13.0	NA	NA
ENSG00000174370	NA	49	30.0	NA	NA
ENSG00000174371	NA	45	23.0	NA	NA
ENSG00000174373	NA	21	16.0	NA	NA
ENSG00000174374	NA	19	6.0	NA	NA
ENSG00000174384	NA	62	11.0	NA	NA
ENSG00000174403	NA	25	15.0	NA	NA
ENSG00000174405	NA	91	51.0	NA	NA
ENSG00000174417	NA	60	37.0	NA	NA
ENSG00000174428	NA	19	8.0	NA	NA
ENSG00000174429	NA	40	32.0	NA	NA
ENSG00000174442	NA	45	22.0	NA	NA
ENSG00000174444	NA	16	8.0	NA	NA
ENSG00000174446	NA	24	14.0	NA	NA
ENSG00000174448	NA	65	45.0	NA	NA
ENSG00000174453	NA	27	17.0	NA	NA
ENSG00000174456	NA	41	18.0	NA	NA
ENSG00000174516	NA	13	6.0	NA	NA
ENSG00000174521	NA	62	43.0	NA	NA
ENSG00000174529	NA	14	13.0	NA	NA
ENSG00000174567	NA	8	6.0	NA	NA
ENSG00000174574	NA	50	31.0	NA	NA
ENSG00000174586	NA	27	17.0	NA	NA
ENSG00000174599	NA	13	12.0	NA	NA
ENSG00000174600	NA	26	19.0	NA	NA
ENSG00000174606	NA	11	5.0	NA	NA
ENSG00000174611	NA	46	28.0	NA	NA
ENSG00000174628	NA	15	14.0	NA	NA
ENSG00000174640	NA	47	32.0	NA	NA
ENSG00000174652	NA	46	37.0	NA	NA
ENSG00000174684	NA	23	14.0	NA	NA
ENSG00000174695	NA	71	42.0	NA	NA
ENSG00000174705	NA	71	41.0	NA	NA
ENSG00000174718	NA	16	14.0	NA	NA
ENSG00000174720	NA	46	26.0	NA	NA
ENSG00000174721	NA	9	5.0	NA	NA
ENSG00000174744	NA	48	22.0	NA	NA
ENSG00000174749	NA	34	14.0	NA	NA
ENSG00000174776	NA	57	29.0	NA	NA
ENSG00000174780	NA	16	13.0	NA	NA
ENSG00000174791	NA	16	6.0	NA	NA
ENSG00000174792	NA	18	11.0	NA	NA
ENSG00000174796	NA	15	7.0	NA	NA
ENSG00000174799	NA	38	26.0	NA	NA
ENSG00000174804	NA	17	8.0	NA	NA
ENSG00000174808	NA	49	25.0	NA	NA
ENSG00000174839	NA	20	16.0	NA	NA
ENSG00000174844	NA	24	18.0	NA	NA
ENSG00000174851	NA	11	7.0	NA	NA
ENSG00000174891	NA	19	18.0	NA	NA
ENSG00000174899	NA	50	43.0	NA	NA
ENSG00000174903	NA	21	12.0	NA	NA
ENSG00000174938	NA	16	9.0	NA	NA
ENSG00000174939	NA	20	8.0	NA	NA
ENSG00000174943	NA	9	6.0	NA	NA
ENSG00000174945	NA	50	28.0	NA	NA
ENSG00000174951	NA	10	10.0	NA	NA
ENSG00000174953	NA	21	17.0	NA	NA
ENSG00000174963	NA	22	19.0	NA	NA
ENSG00000174977	NA	4	3.0	NA	NA
ENSG00000174989	NA	72	43.0	NA	NA
ENSG00000174990	NA	13	9.0	NA	NA
ENSG00000174996	NA	7	3.0	NA	NA
ENSG00000175029	NA	38	28.0	NA	NA
ENSG00000175040	NA	12	11.0	NA	NA
ENSG00000175048	NA	50	31.0	NA	NA
ENSG00000175054	NA	11	6.0	NA	NA
ENSG00000175061	NA	10	10.0	NA	NA
ENSG00000175066	NA	19	13.0	NA	NA
ENSG00000175077	NA	45	17.0	NA	NA
ENSG00000175087	NA	47	32.0	NA	NA
ENSG00000175093	NA	7	7.0	NA	NA
ENSG00000175097	NA	6	6.0	NA	NA
ENSG00000175104	NA	35	18.0	NA	NA
ENSG00000175105	NA	26	20.0	NA	NA
ENSG00000175106	NA	79	50.0	NA	NA
ENSG00000175110	NA	29	19.0	NA	NA
ENSG00000175115	NA	25	15.0	NA	NA
ENSG00000175137	NA	11	11.0	NA	NA
ENSG00000175147	NA	19	14.0	NA	NA
ENSG00000175161	NA	29	20.0	NA	NA
ENSG00000175164	NA	60	29.0	NA	NA
ENSG00000175166	NA	5	3.0	NA	NA
ENSG00000175170	NA	140	54.0	NA	NA
ENSG00000175175	NA	2	2.0	NA	NA
ENSG00000175183	NA	33	23.0	NA	NA
ENSG00000175193	NA	34	19.0	NA	NA
ENSG00000175198	NA	25	15.0	NA	NA
ENSG00000175206	NA	49	34.0	NA	NA
ENSG00000175213	NA	6	5.0	NA	NA
ENSG00000175216	NA	6	2.0	NA	NA
ENSG00000175220	NA	34	7.0	NA	NA
ENSG00000175221	NA	17	12.0	NA	NA
ENSG00000175224	NA	35	13.0	NA	NA
ENSG00000175229	NA	8	7.0	NA	NA
ENSG00000175264	NA	35	17.0	NA	NA
ENSG00000175265	NA	68	35.0	NA	NA
ENSG00000175267	NA	46	23.0	NA	NA
ENSG00000175274	NA	24	16.0	NA	NA
ENSG00000175279	NA	15	9.0	NA	NA
ENSG00000175287	NA	32	21.0	NA	NA
ENSG00000175309	NA	58	35.0	NA	NA
ENSG00000175322	NA	26	20.0	NA	NA
ENSG00000175324	NA	25	19.0	NA	NA
ENSG00000175334	NA	15	6.0	NA	NA
ENSG00000175344	NA	52	28.0	NA	NA
ENSG00000175348	NA	21	16.0	NA	NA
ENSG00000175352	NA	40	18.0	NA	NA
ENSG00000175354	NA	15	12.0	NA	NA
ENSG00000175356	NA	28	19.0	NA	NA
ENSG00000175376	NA	27	19.0	NA	NA
ENSG00000175390	NA	19	16.0	NA	NA
ENSG00000175395	NA	87	25.0	NA	NA
ENSG00000175414	NA	48	29.0	NA	NA
ENSG00000175416	NA	11	7.0	NA	NA
ENSG00000175426	NA	17	13.0	NA	NA
ENSG00000175445	NA	84	51.0	NA	NA
ENSG00000175449	NA	5	5.0	NA	NA
ENSG00000175455	NA	27	14.0	NA	NA
ENSG00000175467	NA	12	8.0	NA	NA
ENSG00000175470	NA	51	34.0	NA	NA
ENSG00000175471	NA	28	17.0	NA	NA
ENSG00000175489	NA	31	20.0	NA	NA
ENSG00000175536	NA	25	14.0	NA	NA
ENSG00000175538	NA	16	12.0	NA	NA
ENSG00000175548	NA	15	7.0	NA	NA
ENSG00000175564	NA	15	8.0	NA	NA
ENSG00000175567	NA	30	11.0	NA	NA
ENSG00000175575	NA	61	30.0	NA	NA
ENSG00000175581	NA	96	61.0	NA	NA
ENSG00000175582	NA	33	32.0	NA	NA
ENSG00000175595	NA	25	17.0	NA	NA
ENSG00000175606	NA	15	11.0	NA	NA
ENSG00000175611	NA	70	40.0	NA	NA
ENSG00000175643	NA	102	65.0	NA	NA
ENSG00000175662	NA	29	20.0	NA	NA
ENSG00000175664	NA	90	55.0	NA	NA
ENSG00000175691	NA	93	70.0	NA	NA
ENSG00000175697	NA	48	31.0	NA	NA
ENSG00000175701	NA	60	29.0	NA	NA
ENSG00000175711	NA	40	22.0	NA	NA
ENSG00000175727	NA	31	12.0	NA	NA
ENSG00000175730	NA	3	3.0	NA	NA
ENSG00000175749	NA	39	38.0	NA	NA
ENSG00000175756	NA	17	12.0	NA	NA
ENSG00000175764	NA	16	8.0	NA	NA
ENSG00000175766	NA	28	14.0	NA	NA
ENSG00000175772	NA	101	39.0	NA	NA
ENSG00000175782	NA	41	19.0	NA	NA
ENSG00000175785	NA	5	3.0	NA	NA
ENSG00000175787	NA	135	70.0	NA	NA
ENSG00000175792	NA	35	28.0	NA	NA
ENSG00000175806	NA	20	10.0	NA	NA
ENSG00000175826	NA	35	29.0	NA	NA
ENSG00000175832	NA	20	16.0	NA	NA
ENSG00000175854	NA	17	8.0	NA	NA
ENSG00000175868	NA	5	5.0	NA	NA
ENSG00000175873	NA	18	8.0	NA	NA
ENSG00000175874	NA	65	34.0	NA	NA
ENSG00000175893	NA	25	16.0	NA	NA
ENSG00000175895	NA	16	13.0	NA	NA
ENSG00000175911	NA	20	10.0	NA	NA
ENSG00000175920	NA	54	28.0	NA	NA
ENSG00000175928	NA	23	17.0	NA	NA
ENSG00000175970	NA	60	19.0	NA	NA
ENSG00000175984	NA	23	11.0	NA	NA
ENSG00000175985	NA	22	17.0	NA	NA
ENSG00000176014	NA	26	21.0	NA	NA
ENSG00000176018	NA	9	8.0	NA	NA
ENSG00000176020	NA	20	11.0	NA	NA
ENSG00000176022	NA	22	14.0	NA	NA
ENSG00000176046	NA	62	15.0	NA	NA
ENSG00000176049	NA	51	33.0	NA	NA
ENSG00000176055	NA	33	19.0	NA	NA
ENSG00000176105	NA	60	52.0	NA	NA
ENSG00000176124	NA	32	18.0	NA	NA
ENSG00000176125	NA	17	12.0	NA	NA
ENSG00000176142	NA	23	16.0	NA	NA
ENSG00000176148	NA	16	14.0	NA	NA
ENSG00000176153	NA	32	32.0	NA	NA
ENSG00000176155	NA	34	30.0	NA	NA
ENSG00000176165	NA	17	10.0	NA	NA
ENSG00000176170	NA	26	11.0	NA	NA
ENSG00000176171	NA	26	23.0	NA	NA
ENSG00000176182	NA	26	18.0	NA	NA
ENSG00000176194	NA	70	36.0	NA	NA
ENSG00000176204	NA	15	8.0	NA	NA
ENSG00000176208	NA	9	8.0	NA	NA
ENSG00000176209	NA	46	38.0	NA	NA
ENSG00000176222	NA	81	72.0	NA	NA
ENSG00000176225	NA	48	12.0	NA	NA
ENSG00000176236	NA	80	38.0	NA	NA
ENSG00000176244	NA	91	60.0	NA	NA
ENSG00000176261	NA	26	8.0	NA	NA
ENSG00000176268	NA	20	11.0	NA	NA
ENSG00000176273	NA	55	22.0	NA	NA
ENSG00000176293	NA	21	13.0	NA	NA
ENSG00000176340	NA	9	8.0	NA	NA
ENSG00000176349	NA	25	24.0	NA	NA
ENSG00000176371	NA	22	11.0	NA	NA
ENSG00000176381	NA	6	4.0	NA	NA
ENSG00000176383	NA	5	5.0	NA	NA
ENSG00000176386	NA	11	9.0	NA	NA
ENSG00000176387	NA	42	10.0	NA	NA
ENSG00000176390	NA	86	51.0	NA	NA
ENSG00000176393	NA	53	32.0	NA	NA
ENSG00000176396	NA	26	14.0	NA	NA
ENSG00000176399	NA	13	6.0	NA	NA
ENSG00000176401	NA	16	13.0	NA	NA
ENSG00000176402	NA	12	4.0	NA	NA
ENSG00000176406	NA	39	32.0	NA	NA
ENSG00000176407	NA	32	13.0	NA	NA
ENSG00000176422	NA	23	12.0	NA	NA
ENSG00000176435	NA	17	15.0	NA	NA
ENSG00000176438	NA	26	15.0	NA	NA
ENSG00000176463	NA	31	18.0	NA	NA
ENSG00000176472	NA	15	11.0	NA	NA
ENSG00000176473	NA	52	30.0	NA	NA
ENSG00000176476	NA	22	5.0	NA	NA
ENSG00000176485	NA	18	15.0	NA	NA
ENSG00000176490	NA	19	13.0	NA	NA
ENSG00000176531	NA	26	17.0	NA	NA
ENSG00000176532	NA	5	1.0	NA	NA
ENSG00000176533	NA	8	7.0	NA	NA
ENSG00000176542	NA	19	13.0	NA	NA
ENSG00000176563	NA	50	17.0	NA	NA
ENSG00000176584	NA	32	16.0	NA	NA
ENSG00000176593	NA	85	58.0	NA	NA
ENSG00000176595	NA	36	23.0	NA	NA
ENSG00000176623	NA	78	49.0	NA	NA
ENSG00000176624	NA	19	13.0	NA	NA
ENSG00000176641	NA	45	27.0	NA	NA
ENSG00000176658	NA	37	28.0	NA	NA
ENSG00000176681	NA	27	12.0	NA	NA
ENSG00000176697	NA	7	6.0	NA	NA
ENSG00000176700	NA	41	30.0	NA	NA
ENSG00000176714	NA	33	7.0	NA	NA
ENSG00000176715	NA	132	73.0	NA	NA
ENSG00000176716	NA	36	28.0	NA	NA
ENSG00000176720	NA	37	23.0	NA	NA
ENSG00000176723	NA	9	7.0	NA	NA
ENSG00000176731	NA	36	19.0	NA	NA
ENSG00000176732	NA	14	14.0	NA	NA
ENSG00000176734	NA	34	26.0	NA	NA
ENSG00000176761	NA	19	8.0	NA	NA
ENSG00000176769	NA	55	37.0	NA	NA
ENSG00000176771	NA	19	14.0	NA	NA
ENSG00000176783	NA	20	14.0	NA	NA
ENSG00000176809	NA	15	10.0	NA	NA
ENSG00000176834	NA	32	24.0	NA	NA
ENSG00000176840	NA	50	34.0	NA	NA
ENSG00000176845	NA	30	26.0	NA	NA
ENSG00000176853	NA	24	14.0	NA	NA
ENSG00000176871	NA	18	14.0	NA	NA
ENSG00000176890	NA	11	9.0	NA	NA
ENSG00000176894	NA	26	19.0	NA	NA
ENSG00000176903	NA	46	36.0	NA	NA
ENSG00000176907	NA	37	17.0	NA	NA
ENSG00000176912	NA	18	14.0	NA	NA
ENSG00000176915	NA	15	7.0	NA	NA
ENSG00000176919	NA	3	3.0	NA	NA
ENSG00000176927	NA	28	27.0	NA	NA
ENSG00000176945	NA	205	102.0	NA	NA
ENSG00000176946	NA	55	36.0	NA	NA
ENSG00000176953	NA	18	13.0	NA	NA
ENSG00000176956	NA	55	33.0	NA	NA
ENSG00000176971	NA	32	15.0	NA	NA
ENSG00000176974	NA	32	20.0	NA	NA
ENSG00000176978	NA	31	24.0	NA	NA
ENSG00000176984	NA	3	3.0	NA	NA
ENSG00000176986	NA	30	18.0	NA	NA
ENSG00000176994	NA	20	18.0	NA	NA
ENSG00000177000	NA	12	10.0	NA	NA
ENSG00000177025	NA	28	19.0	NA	NA
ENSG00000177030	NA	21	19.0	NA	NA
ENSG00000177034	NA	12	11.0	NA	NA
ENSG00000177042	NA	51	43.0	NA	NA
ENSG00000177047	NA	11	10.0	NA	NA
ENSG00000177054	NA	17	9.0	NA	NA
ENSG00000177058	NA	164	142.0	NA	NA
ENSG00000177082	NA	14	6.0	NA	NA
ENSG00000177084	NA	75	56.0	NA	NA
ENSG00000177096	NA	45	30.0	NA	NA
ENSG00000177098	NA	14	7.0	NA	NA
ENSG00000177106	NA	52	37.0	NA	NA
ENSG00000177108	NA	13	13.0	NA	NA
ENSG00000177112	NA	42	22.0	NA	NA
ENSG00000177119	NA	20	11.0	NA	NA
ENSG00000177125	NA	1	NA	NA	NA
ENSG00000177133	NA	14	12.0	NA	NA
ENSG00000177150	NA	29	15.0	NA	NA
ENSG00000177156	NA	43	25.0	NA	NA
ENSG00000177169	NA	26	11.0	NA	NA
ENSG00000177181	NA	41	33.0	NA	NA
ENSG00000177182	NA	21	5.0	NA	NA
ENSG00000177200	NA	26	16.0	NA	NA
ENSG00000177212	NA	39	17.0	NA	NA
ENSG00000177225	NA	27	18.0	NA	NA
ENSG00000177233	NA	43	21.0	NA	NA
ENSG00000177234	NA	38	34.0	NA	NA
ENSG00000177236	NA	103	57.0	NA	NA
ENSG00000177238	NA	32	23.0	NA	NA
ENSG00000177239	NA	32	24.0	NA	NA
ENSG00000177272	NA	6	6.0	NA	NA
ENSG00000177294	NA	27	20.0	NA	NA
ENSG00000177301	NA	7	7.0	NA	NA
ENSG00000177302	NA	82	46.0	NA	NA
ENSG00000177303	NA	2	2.0	NA	NA
ENSG00000177311	NA	12	10.0	NA	NA
ENSG00000177335	NA	46	41.0	NA	NA
ENSG00000177352	NA	23	12.0	NA	NA
ENSG00000177359	NA	121	63.0	NA	NA
ENSG00000177370	NA	26	14.0	NA	NA
ENSG00000177383	NA	39	20.0	NA	NA
ENSG00000177398	NA	30	20.0	NA	NA
ENSG00000177406	NA	23	15.0	NA	NA
ENSG00000177409	NA	26	7.0	NA	NA
ENSG00000177410	NA	44	14.0	NA	NA
ENSG00000177425	NA	32	22.0	NA	NA
ENSG00000177427	NA	7	6.0	NA	NA
ENSG00000177432	NA	25	14.0	NA	NA
ENSG00000177459	NA	18	13.0	NA	NA
ENSG00000177462	NA	51	38.0	NA	NA
ENSG00000177465	NA	69	31.0	NA	NA
ENSG00000177469	NA	17	12.0	NA	NA
ENSG00000177479	NA	19	1.0	NA	NA
ENSG00000177483	NA	31	21.0	NA	NA
ENSG00000177511	NA	30	10.0	NA	NA
ENSG00000177519	NA	40	30.0	NA	NA
ENSG00000177548	NA	36	32.0	NA	NA
ENSG00000177551	NA	41	26.0	NA	NA
ENSG00000177556	NA	13	10.0	NA	NA
ENSG00000177570	NA	100	50.0	NA	NA
ENSG00000177575	NA	18	5.0	NA	NA
ENSG00000177576	NA	70	40.0	NA	NA
ENSG00000177595	NA	31	24.0	NA	NA
ENSG00000177599	NA	24	11.0	NA	NA
ENSG00000177600	NA	18	15.0	NA	NA
ENSG00000177613	NA	54	30.0	NA	NA
ENSG00000177614	NA	29	22.0	NA	NA
ENSG00000177627	NA	19	16.0	NA	NA
ENSG00000177628	NA	10	7.0	NA	NA
ENSG00000177640	NA	60	34.0	NA	NA
ENSG00000177646	NA	98	37.0	NA	NA
ENSG00000177663	NA	56	48.0	NA	NA
ENSG00000177666	NA	27	16.0	NA	NA
ENSG00000177674	NA	28	22.0	NA	NA
ENSG00000177675	NA	54	35.0	NA	NA
ENSG00000177679	NA	19	15.0	NA	NA
ENSG00000177685	NA	19	7.0	NA	NA
ENSG00000177692	NA	17	8.0	NA	NA
ENSG00000177694	NA	55	29.0	NA	NA
ENSG00000177697	NA	32	21.0	NA	NA
ENSG00000177700	NA	26	22.0	NA	NA
ENSG00000177707	NA	8	8.0	NA	NA
ENSG00000177728	NA	27	17.0	NA	NA
ENSG00000177731	NA	9	6.0	NA	NA
ENSG00000177733	NA	24	11.0	NA	NA
ENSG00000177752	NA	24	24.0	NA	NA
ENSG00000177807	NA	34	25.0	NA	NA
ENSG00000177822	NA	14	6.0	NA	NA
ENSG00000177830	NA	19	16.0	NA	NA
ENSG00000177839	NA	63	28.0	NA	NA
ENSG00000177853	NA	64	22.0	NA	NA
ENSG00000177868	NA	28	16.0	NA	NA
ENSG00000177873	NA	8	4.0	NA	NA
ENSG00000177875	NA	33	31.0	NA	NA
ENSG00000177885	NA	31	21.0	NA	NA
ENSG00000177888	NA	11	9.0	NA	NA
ENSG00000177917	NA	13	13.0	NA	NA
ENSG00000177932	NA	59	37.0	NA	NA
ENSG00000177946	NA	37	18.0	NA	NA
ENSG00000177971	NA	9	9.0	NA	NA
ENSG00000177981	NA	42	19.0	NA	NA
ENSG00000177984	NA	77	54.0	NA	NA
ENSG00000177990	NA	127	73.0	NA	NA
ENSG00000177994	NA	19	15.0	NA	NA
ENSG00000178021	NA	13	12.0	NA	NA
ENSG00000178028	NA	11	7.0	NA	NA
ENSG00000178031	NA	54	32.0	NA	NA
ENSG00000178033	NA	27	18.0	NA	NA
ENSG00000178038	NA	104	53.0	NA	NA
ENSG00000178053	NA	60	32.0	NA	NA
ENSG00000178074	NA	28	9.0	NA	NA
ENSG00000178075	NA	15	12.0	NA	NA
ENSG00000178078	NA	55	37.0	NA	NA
ENSG00000178081	NA	17	9.0	NA	NA
ENSG00000178082	NA	24	11.0	NA	NA
ENSG00000178093	NA	6	5.0	NA	NA
ENSG00000178096	NA	7	5.0	NA	NA
ENSG00000178104	NA	7	NA	NA	NA
ENSG00000178105	NA	13	11.0	NA	NA
ENSG00000178115	NA	28	13.0	NA	NA
ENSG00000178127	NA	26	24.0	NA	NA
ENSG00000178149	NA	34	25.0	NA	NA
ENSG00000178150	NA	22	13.0	NA	NA
ENSG00000178162	NA	68	32.0	NA	NA
ENSG00000178163	NA	55	39.0	NA	NA
ENSG00000178171	NA	24	18.0	NA	NA
ENSG00000178177	NA	20	17.0	NA	NA
ENSG00000178184	NA	5	5.0	NA	NA
ENSG00000178187	NA	15	13.0	NA	NA
ENSG00000178199	NA	42	18.0	NA	NA
ENSG00000178201	NA	44	26.0	NA	NA
ENSG00000178202	NA	83	35.0	NA	NA
ENSG00000178222	NA	52	32.0	NA	NA
ENSG00000178226	NA	13	11.0	NA	NA
ENSG00000178229	NA	46	26.0	NA	NA
ENSG00000178235	NA	8	6.0	NA	NA
ENSG00000178252	NA	47	36.0	NA	NA
ENSG00000178295	NA	86	30.0	NA	NA
ENSG00000178301	NA	58	27.0	NA	NA
ENSG00000178338	NA	30	24.0	NA	NA
ENSG00000178343	NA	22	15.0	NA	NA
ENSG00000178358	NA	7	7.0	NA	NA
ENSG00000178381	NA	20	14.0	NA	NA
ENSG00000178385	NA	22	17.0	NA	NA
ENSG00000178394	NA	48	19.0	NA	NA
ENSG00000178397	NA	36	18.0	NA	NA
ENSG00000178401	NA	26	13.0	NA	NA
ENSG00000178403	NA	34	25.0	NA	NA
ENSG00000178425	NA	53	24.0	NA	NA
ENSG00000178430	NA	9	5.0	NA	NA
ENSG00000178445	NA	131	72.0	NA	NA
ENSG00000178449	NA	16	14.0	NA	NA
ENSG00000178460	NA	16	2.0	NA	NA
ENSG00000178464	NA	11	9.0	NA	NA
ENSG00000178467	NA	34	28.0	NA	NA
ENSG00000178538	NA	64	27.0	NA	NA
ENSG00000178567	NA	6	1.0	NA	NA
ENSG00000178568	NA	14	11.0	NA	NA
ENSG00000178573	NA	41	20.0	NA	NA
ENSG00000178585	NA	29	17.0	NA	NA
ENSG00000178602	NA	13	9.0	NA	NA
ENSG00000178607	NA	8	7.0	NA	NA
ENSG00000178623	NA	43	19.0	NA	NA
ENSG00000178662	NA	24	13.0	NA	NA
ENSG00000178665	NA	43	20.0	NA	NA
ENSG00000178685	NA	25	16.0	NA	NA
ENSG00000178691	NA	16	8.0	NA	NA
ENSG00000178695	NA	16	12.0	NA	NA
ENSG00000178700	NA	46	15.0	NA	NA
ENSG00000178715	NA	24	24.0	NA	NA
ENSG00000178718	NA	32	18.0	NA	NA
ENSG00000178722	NA	46	23.0	NA	NA
ENSG00000178726	NA	26	17.0	NA	NA
ENSG00000178734	NA	7	7.0	NA	NA
ENSG00000178741	NA	7	6.0	NA	NA
ENSG00000178750	NA	25	13.0	NA	NA
ENSG00000178752	NA	18	11.0	NA	NA
ENSG00000178773	NA	55	23.0	NA	NA
ENSG00000178796	NA	49	30.0	NA	NA
