gene	gene_name	n_snps_in_model	n_snps_used	pred_perf_r2	pred_perf_pval
ENSG00000000457	ENSG00000000457	8	8.0	0.0185773890419874	0.00319675400565951
ENSG00000000460	ENSG00000000460	102	97.0	0.152255067457041	2.1362149728533698e-18
ENSG00000000938	ENSG00000000938	2	2.0	0.0519236221331709	6.64975910257292e-07
ENSG00000000971	ENSG00000000971	24	20.0	0.0209473234156393	0.00173354118934739
ENSG00000001036	ENSG00000001036	4	4.0	0.016092738126364	0.0061028894011162
ENSG00000001084	ENSG00000001084	2	2.0	0.0543890914249597	3.55685326120103e-07
ENSG00000001460	ENSG00000001460	11	11.0	0.113621555309866	7.609883817867381e-14
ENSG00000001461	ENSG00000001461	27	21.0	0.0278867976776956	0.000293846037395856
ENSG00000001561	ENSG00000001561	20	19.0	0.0821982575902033	2.87678291598204e-10
ENSG00000001617	ENSG00000001617	30	25.0	0.0304869077007215	0.000151730451560247
ENSG00000001626	ENSG00000001626	16	15.0	0.101263652839166	1.99757665398782e-12
ENSG00000001630	ENSG00000001630	44	41.0	0.0488863650989515	1.43622301833101e-06
ENSG00000001631	ENSG00000001631	21	20.0	0.0452057700683819	3.64818760777622e-06
ENSG00000002016	ENSG00000002016	7	7.0	0.218313091470372	1.20019073937624e-26
ENSG00000002587	ENSG00000002587	1	1.0	0.0288999855590535	0.000227083886322931
ENSG00000002745	ENSG00000002745	11	11.0	0.035019485233933	4.80731752247061e-05
ENSG00000002822	ENSG00000002822	15	11.0	0.0566593435840338	1.99794415824529e-07
ENSG00000002919	ENSG00000002919	19	14.0	0.0306075752280567	0.000147152059706178
ENSG00000003056	ENSG00000003056	2	2.0	0.0364214685613801	3.37054222668216e-05
ENSG00000003137	ENSG00000003137	13	11.0	0.0296344717505811	0.000188412053865777
ENSG00000003147	ENSG00000003147	95	92.0	0.0343257873640666	5.7309738639409e-05
ENSG00000003249	ENSG00000003249	18	13.0	0.0553450885819257	2.79010423694263e-07
ENSG00000003393	ENSG00000003393	22	20.0	0.12586286726883	2.8754761118577002e-15
ENSG00000003400	ENSG00000003400	2	2.0	0.0397960083533594	1.43457535740233e-05
ENSG00000003436	ENSG00000003436	21	18.0	0.0202372218405069	0.00208156089338851
ENSG00000003509	ENSG00000003509	11	11.0	0.0125842618504255	0.0154025647862356
ENSG00000003756	ENSG00000003756	16	15.0	0.00868311072195172	0.044375876630115
ENSG00000003987	ENSG00000003987	21	20.0	0.481326560547401	3.81626632336193e-68
ENSG00000003989	ENSG00000003989	48	47.0	0.0850147391439204	1.38758731340305e-10
ENSG00000004059	ENSG00000004059	2	1.0	0.00835004635542242	0.0486757467213494
ENSG00000004139	ENSG00000004139	20	18.0	0.0168538102843174	0.00500305042964841
ENSG00000004142	ENSG00000004142	17	17.0	0.0457160327550517	3.20604625097178e-06
ENSG00000004399	ENSG00000004399	75	70.0	0.0552905079995001	2.8290579259e-07
ENSG00000004468	ENSG00000004468	20	19.0	0.181425602434843	5.81409464934216e-22
ENSG00000004534	ENSG00000004534	58	45.0	0.226385725325483	1.06064990714953e-27
ENSG00000004660	ENSG00000004660	3	2.0	0.008460350958432	0.0472051798994324
ENSG00000004700	ENSG00000004700	16	14.0	0.0945829889262567	1.1505925886344598e-11
ENSG00000004779	ENSG00000004779	10	9.0	0.00961318759561088	0.0343484654663568
ENSG00000004838	ENSG00000004838	14	10.0	0.0154801791319335	0.00716475844215886
ENSG00000004864	ENSG00000004864	3	3.0	0.014264662416262	0.00986400186958263
ENSG00000004866	ENSG00000004866	2	2.0	0.0367435154876487	3.10660794962738e-05
ENSG00000004897	ENSG00000004897	1	NA	0.0188629758377643	0.00296883870676328
ENSG00000004975	ENSG00000004975	3	3.0	0.0244983434789722	0.000697304457395053
ENSG00000005007	ENSG00000005007	3	3.0	0.0170771381713274	0.00472020729496325
ENSG00000005020	ENSG00000005020	30	27.0	0.0937533117671743	1.4290288002069199e-11
ENSG00000005059	ENSG00000005059	58	55.0	0.0288243284061547	0.000231494613983433
ENSG00000005100	ENSG00000005100	6	6.0	0.024194915182364	0.000753558650099548
ENSG00000005108	ENSG00000005108	32	30.0	0.0258621342678943	0.000492231691248496
ENSG00000005156	ENSG00000005156	13	13.0	0.111459682954907	1.35159720980452e-13
ENSG00000005175	ENSG00000005175	1	1.0	0.0359954996557704	3.75443951278981e-05
ENSG00000005189	ENSG00000005189	89	82.0	0.0468922270788196	2.38021272520806e-06
ENSG00000005238	ENSG00000005238	1	1.0	0.0306265412638341	0.000146445153943091
ENSG00000005243	ENSG00000005243	24	21.0	0.0149891880459629	0.00815052959435057
ENSG00000005339	ENSG00000005339	2	2.0	0.00970284706332742	0.0335157843766167
ENSG00000005436	ENSG00000005436	29	27.0	0.419816362828851	7.99519933829599e-57
ENSG00000005448	ENSG00000005448	1	1.0	0.0113605690323865	0.0213772657464185
ENSG00000005483	ENSG00000005483	2	2.0	0.0251727608941119	0.00058693199897046
ENSG00000005486	ENSG00000005486	1	NA	0.0193076338907497	0.00264622906505154
ENSG00000005513	ENSG00000005513	60	54.0	0.0336077453211389	6.87471604694452e-05
ENSG00000005700	ENSG00000005700	15	14.0	0.084987475966015	1.39742632419196e-10
ENSG00000005801	ENSG00000005801	10	9.0	0.170659533319025	1.24161650110791e-20
ENSG00000005844	ENSG00000005844	2	2.0	0.0183901445597026	0.00335572311768411
ENSG00000005882	ENSG00000005882	3	3.0	0.0226040669969044	0.0011325663548777
ENSG00000005884	ENSG00000005884	70	67.0	0.163862147795377	8.41481395791306e-20
ENSG00000005955	ENSG00000005955	41	34.0	0.0319297581568693	0.000105205174896047
ENSG00000005961	ENSG00000005961	1	NA	0.0231603161293731	0.000982053539096485
ENSG00000005981	ENSG00000005981	47	40.0	0.0420087912584026	8.19438586708288e-06
ENSG00000006015	ENSG00000006015	4	4.0	0.0165872541684784	0.00536327309523919
ENSG00000006016	ENSG00000006016	17	15.0	0.0468103731914522	2.43007059545418e-06
ENSG00000006042	ENSG00000006042	27	21.0	0.0565177943184207	2.07113615834111e-07
ENSG00000006062	ENSG00000006062	1	NA	0.0172644053908003	0.0044955710812369
ENSG00000006071	ENSG00000006071	48	45.0	0.179958361077685	8.843880546217019e-22
ENSG00000006114	ENSG00000006114	12	12.0	0.0433943595966529	5.77056799095132e-06
ENSG00000006118	ENSG00000006118	49	47.0	0.0338028264829085	6.5430779639098e-05
ENSG00000006125	ENSG00000006125	19	17.0	0.0617661139852676	5.44617420511336e-08
ENSG00000006128	ENSG00000006128	1	1.0	0.0211316528063878	0.00165322385101576
ENSG00000006194	ENSG00000006194	1	NA	0.0106541288789013	0.0258699398381871
ENSG00000006210	ENSG00000006210	2	1.0	0.0264449856411026	0.000424243200061596
ENSG00000006282	ENSG00000006282	18	18.0	0.678672870180964	1.83642115660237e-116
ENSG00000006283	ENSG00000006283	29	28.0	0.0113231961512552	0.0215934423257063
ENSG00000006377	ENSG00000006377	2	1.0	0.0157683956989953	0.00664352885642294
ENSG00000006432	ENSG00000006432	13	12.0	0.0520908750802024	6.37353079808413e-07
ENSG00000006451	ENSG00000006451	11	9.0	0.0113487804281759	0.0214452126655743
ENSG00000006459	ENSG00000006459	27	24.0	0.014455370137256	0.00938015796632036
ENSG00000006530	ENSG00000006530	1	1.0	0.0112984683648323	0.0217377143635116
ENSG00000006576	ENSG00000006576	2	1.0	0.0151475581019072	0.00781831891410218
ENSG00000006607	ENSG00000006607	40	37.0	0.244820558973564	3.79167369806149e-30
ENSG00000006625	ENSG00000006625	6	5.0	0.0239743296034856	0.000797301837138237
ENSG00000006634	ENSG00000006634	10	9.0	0.00911642987200784	0.0393695554469935
ENSG00000006652	ENSG00000006652	3	2.0	0.0232179735384856	0.000967653220435132
ENSG00000006695	ENSG00000006695	32	28.0	0.110278722216309	1.84886043342512e-13
ENSG00000006704	ENSG00000006704	24	19.0	0.0390010251361578	1.75430144146237e-05
ENSG00000006715	ENSG00000006715	53	48.0	0.0284176577790313	0.000256719221352536
ENSG00000006744	ENSG00000006744	51	46.0	0.314613546317125	5.6831747865350295e-40
ENSG00000006747	ENSG00000006747	13	13.0	0.057775268886294	1.50439074839337e-07
ENSG00000006837	ENSG00000006837	16	15.0	0.00973200212077583	0.0332495675817832
ENSG00000007047	ENSG00000007047	1	1.0	0.0247998032215557	0.000645598347141631
ENSG00000007062	ENSG00000007062	34	32.0	0.0302128761299669	0.000162665538486278
ENSG00000007080	ENSG00000007080	26	22.0	0.114400565448237	6.18522526892256e-14
ENSG00000007168	ENSG00000007168	51	44.0	0.0101227688513297	0.0298863185413398
ENSG00000007171	ENSG00000007171	45	43.0	0.0950412638423448	1.0207156187386699e-11
ENSG00000007174	ENSG00000007174	6	5.0	0.0612488052864081	6.21363097544795e-08
ENSG00000007255	ENSG00000007255	11	11.0	0.013683537929236	0.0115015898498014
ENSG00000007264	ENSG00000007264	1	1.0	0.0607550066090292	7.04663287013035e-08
ENSG00000007341	ENSG00000007341	67	67.0	0.302602695077329	3.26069396303142e-38
ENSG00000007372	ENSG00000007372	76	75.0	0.044292623387755	4.59697816168996e-06
ENSG00000007384	ENSG00000007384	6	5.0	0.0780214041583658	8.45634978879553e-10
ENSG00000007392	ENSG00000007392	24	19.0	0.012328161306165	0.016492159026922
ENSG00000007402	ENSG00000007402	1	NA	0.0183790475803781	0.00336539182117796
ENSG00000007516	ENSG00000007516	25	22.0	0.306721889727883	8.19464632905722e-39
ENSG00000007520	ENSG00000007520	1	1.0	0.010179002126642	0.0294322514156352
ENSG00000007545	ENSG00000007545	22	21.0	0.0195030337067159	0.00251590421206069
ENSG00000007923	ENSG00000007923	6	6.0	0.0230336514756493	0.00101445148485513
ENSG00000007944	ENSG00000007944	25	23.0	0.0170689298039311	0.00473031017731561
ENSG00000008118	ENSG00000008118	12	12.0	0.0721672736725447	3.8105797471417e-09
ENSG00000008128	ENSG00000008128	13	10.0	0.0211403425955782	0.00164953154547538
ENSG00000008130	ENSG00000008130	1	1.0	0.0149038237438436	0.00833552830765499
ENSG00000008226	ENSG00000008226	7	7.0	0.0411744152069379	1.01209870150978e-05
ENSG00000008277	ENSG00000008277	15	15.0	0.0234005417141149	0.000923443281013906
ENSG00000008283	ENSG00000008283	41	39.0	0.66238342986536	1.7853749299087802e-111
ENSG00000008294	ENSG00000008294	3	3.0	0.00835999995236761	0.0485410901916493
ENSG00000008311	ENSG00000008311	3	3.0	0.015609095555708	0.00692665937847108
ENSG00000008394	ENSG00000008394	30	26.0	0.129636496424143	1.03894377831378e-15
ENSG00000008405	ENSG00000008405	3	3.0	0.035073306163814	4.74222158305943e-05
ENSG00000008441	ENSG00000008441	1	1.0	0.0108851895476572	0.024301941261625
ENSG00000008513	ENSG00000008513	27	27.0	0.104798454660148	7.87542039420114e-13
ENSG00000008710	ENSG00000008710	1	NA	0.00894395680334848	0.0412873998527507
ENSG00000008838	ENSG00000008838	12	12.0	0.297325404527518	1.89078521909623e-37
ENSG00000008853	ENSG00000008853	6	5.0	0.0151934593570188	0.00772463526069089
ENSG00000008869	ENSG00000008869	2	2.0	0.0214695521300055	0.00151561052620567
ENSG00000008952	ENSG00000008952	4	4.0	0.0171128327246504	0.0046765283126696
ENSG00000008988	ENSG00000008988	18	17.0	0.0103271882429182	0.0282696584498292
ENSG00000009307	ENSG00000009307	4	4.0	0.00964968128717086	0.034006972952077
ENSG00000009413	ENSG00000009413	22	20.0	0.146487799374975	1.04938249623615e-17
ENSG00000009709	ENSG00000009709	50	48.0	0.0477676544984724	1.90684825754755e-06
ENSG00000009830	ENSG00000009830	33	32.0	0.0548659365006122	3.15120084066995e-07
ENSG00000009844	ENSG00000009844	62	56.0	0.105724974611243	6.16735298241728e-13
ENSG00000009950	ENSG00000009950	29	25.0	0.0391628277986226	1.68391115123283e-05
ENSG00000009954	ENSG00000009954	3	2.0	0.00934395456116629	0.0369809235322993
ENSG00000010017	ENSG00000010017	1	1.0	0.0191195719030354	0.002778106467326
ENSG00000010072	ENSG00000010072	7	6.0	0.0150857781879731	0.00794624093723313
ENSG00000010165	ENSG00000010165	44	40.0	0.21710637195879	1.7212834821316799e-26
ENSG00000010219	ENSG00000010219	7	7.0	0.0134989681290593	0.01207790499957
ENSG00000010244	ENSG00000010244	1	1.0	0.0197581307957526	0.00235547297622584
ENSG00000010278	ENSG00000010278	1	1.0	0.0135058315445881	0.0120559540364308
ENSG00000010282	ENSG00000010282	40	38.0	0.272512789205761	6.19133612664092e-34
ENSG00000010292	ENSG00000010292	9	8.0	0.0200244667992553	0.00219898803562551
ENSG00000010319	ENSG00000010319	1	1.0	0.00849740437117553	0.0467217299296987
ENSG00000010322	ENSG00000010322	6	5.0	0.0411934284741731	1.00724039924601e-05
ENSG00000010361	ENSG00000010361	39	33.0	0.0638320063224967	3.21567906889543e-08
ENSG00000010379	ENSG00000010379	4	2.0	0.0320603818209803	0.000101776282138777
ENSG00000010438	ENSG00000010438	40	35.0	0.11508298200404	5.15749781226495e-14
ENSG00000010610	ENSG00000010610	7	6.0	0.0290298130599519	0.000219710715497481
ENSG00000010626	ENSG00000010626	21	17.0	0.422223420925016	3.0388851393836996e-57
ENSG00000010810	ENSG00000010810	1	1.0	0.0108277875867856	0.0246820621999567
ENSG00000011007	ENSG00000011007	2	2.0	0.0195418174932329	0.00249081882219826
ENSG00000011009	ENSG00000011009	2	1.0	0.0191611258605917	0.00274840611554099
ENSG00000011021	ENSG00000011021	32	31.0	0.0448641929109952	3.97771232223662e-06
ENSG00000011028	ENSG00000011028	6	5.0	0.0421955673371975	7.81605110799063e-06
ENSG00000011083	ENSG00000011083	5	5.0	0.0294992675210214	0.000194997744103377
ENSG00000011105	ENSG00000011105	19	18.0	0.0258853587092588	0.000489323830290418
ENSG00000011114	ENSG00000011114	6	6.0	0.0187814205903086	0.00303219389275942
ENSG00000011143	ENSG00000011143	15	14.0	0.00917830194220779	0.0387044621301862
ENSG00000011198	ENSG00000011198	35	31.0	0.0270393859236427	0.000364610793358076
ENSG00000011258	ENSG00000011258	1	1.0	0.0303403606873242	0.00015748332298179
ENSG00000011260	ENSG00000011260	26	26.0	0.277335163420194	1.31194385729337e-34
ENSG00000011275	ENSG00000011275	58	50.0	0.0580832138302988	1.39105587250536e-07
ENSG00000011332	ENSG00000011332	2	2.0	0.0165560743687519	0.00540709531157883
ENSG00000011347	ENSG00000011347	1	1.0	0.0417932460446446	8.65380854129366e-06
ENSG00000011376	ENSG00000011376	25	24.0	0.496490885336157	3.84816311526073e-71
ENSG00000011422	ENSG00000011422	1	1.0	0.00962429158364797	0.0342441826290509
ENSG00000011426	ENSG00000011426	72	70.0	0.0507750167944059	8.89843784030095e-07
ENSG00000011451	ENSG00000011451	4	3.0	0.0125992736502	0.0153410368161875
ENSG00000011454	ENSG00000011454	28	27.0	0.0924518636124521	2.0069665722757198e-11
ENSG00000011465	ENSG00000011465	1	1.0	0.0300588166141213	0.000169156808177241
ENSG00000011485	ENSG00000011485	29	27.0	0.0194310549900599	0.00256313907558402
ENSG00000011523	ENSG00000011523	18	17.0	0.0641922499888791	2.93320843275025e-08
ENSG00000011566	ENSG00000011566	1	1.0	0.0393557937591144	1.60364799324427e-05
ENSG00000011600	ENSG00000011600	1	1.0	0.0240414919340033	0.000783719208195461
ENSG00000012061	ENSG00000012061	37	36.0	0.0159261050731818	0.00637481617559106
ENSG00000012124	ENSG00000012124	1	1.0	0.0132180364716928	0.0130124109945842
ENSG00000012171	ENSG00000012171	1	NA	0.0257068790898918	0.000512122070462921
ENSG00000012660	ENSG00000012660	11	10.0	0.0746816934957986	1.9976534284775503e-09
ENSG00000012779	ENSG00000012779	56	48.0	0.162973762983851	1.0794211307636801e-19
ENSG00000012822	ENSG00000012822	1	NA	0.0230991548178725	0.000997564999299752
ENSG00000012963	ENSG00000012963	1	1.0	0.015703050657718	0.00675821685577782
ENSG00000013016	ENSG00000013016	39	39.0	0.0974350959918618	5.45563426130947e-12
ENSG00000013288	ENSG00000013288	18	16.0	0.0843550725188287	1.64622648272272e-10
ENSG00000013297	ENSG00000013297	3	3.0	0.0202751109189824	0.00206132284085354
ENSG00000013306	ENSG00000013306	32	29.0	0.0763174218524938	1.31154760939007e-09
ENSG00000013374	ENSG00000013374	6	6.0	0.0906856142779354	3.1801644978830195e-11
ENSG00000013392	ENSG00000013392	2	2.0	0.0256398845294564	0.000520952737974072
ENSG00000013441	ENSG00000013441	2	2.0	0.0314286058049538	0.000119469921859456
ENSG00000013523	ENSG00000013523	21	21.0	0.076897457864824	1.12961681862616e-09
ENSG00000013561	ENSG00000013561	9	9.0	0.02040692737086	0.00199245009071236
ENSG00000013573	ENSG00000013573	40	34.0	0.779744418553544	1.5179383061914896e-154
ENSG00000013810	ENSG00000013810	15	10.0	0.0839154351256057	1.84475052871523e-10
ENSG00000014123	ENSG00000014123	12	11.0	0.0887160884734229	5.3089374597626795e-11
ENSG00000014138	ENSG00000014138	51	49.0	0.0290722726514191	0.000217351864789709
ENSG00000014216	ENSG00000014216	3	2.0	0.008865773240145	0.0421887453832179
ENSG00000014824	ENSG00000014824	67	64.0	0.149316894127272	4.81245935704412e-18
ENSG00000014914	ENSG00000014914	1	NA	0.0122582876285892	0.0168029714049298
ENSG00000015133	ENSG00000015133	28	26.0	0.1325550119356	4.7149865026463e-16
ENSG00000015153	ENSG00000015153	2	2.0	0.0126922774416133	0.0149654282208199
ENSG00000015475	ENSG00000015475	42	34.0	0.0887867589218187	5.21228640438624e-11
ENSG00000015532	ENSG00000015532	15	13.0	0.0171752473651549	0.00460113527879581
ENSG00000015568	ENSG00000015568	3	2.0	0.0190344388685485	0.00283997255318757
ENSG00000015592	ENSG00000015592	30	30.0	0.306887312331242	7.75122724941068e-39
ENSG00000015676	ENSG00000015676	6	5.0	0.01685784595509	0.00499778963858128
ENSG00000016391	ENSG00000016391	14	14.0	0.109452155132819	2.3016533012444e-13
ENSG00000016402	ENSG00000016402	4	4.0	0.0842558600073421	1.68907927043266e-10
ENSG00000016602	ENSG00000016602	46	41.0	0.106517811259733	5.00230077252471e-13
ENSG00000016864	ENSG00000016864	14	13.0	0.0731417840108501	2.9672218252366102e-09
ENSG00000017260	ENSG00000017260	21	17.0	0.0162163506667678	0.00590880956414179
ENSG00000017427	ENSG00000017427	1	1.0	0.0100747279524208	0.0302799943180361
ENSG00000017797	ENSG00000017797	18	15.0	0.0108955299919915	0.0242341119017591
ENSG00000018236	ENSG00000018236	1	1.0	0.0311729838498911	0.000127477078276254
ENSG00000018280	ENSG00000018280	3	3.0	0.0386253269459959	1.92930721248232e-05
ENSG00000018408	ENSG00000018408	1	1.0	0.0527321906744017	5.4164769393516e-07
ENSG00000018510	ENSG00000018510	41	38.0	0.00993308527569771	0.0314723595775975
ENSG00000018625	ENSG00000018625	2	2.0	0.0275021366582782	0.000324075447099164
ENSG00000018699	ENSG00000018699	14	14.0	0.155468804805156	8.7607930262277e-19
ENSG00000018869	ENSG00000018869	3	3.0	0.0223054631971628	0.00122274435163761
ENSG00000019144	ENSG00000019144	3	2.0	0.0328598324809295	8.30990468026287e-05
ENSG00000019505	ENSG00000019505	23	21.0	0.0271657215573906	0.000353063864105535
ENSG00000019995	ENSG00000019995	1	1.0	0.0137824972994462	0.0112042517285543
ENSG00000020181	ENSG00000020181	3	2.0	0.0228875550391286	0.00105315929506111
ENSG00000020256	ENSG00000020256	1	1.0	0.011741980753488	0.0192945357867694
ENSG00000020922	ENSG00000020922	16	15.0	0.146062470437081	1.17962762344603e-17
ENSG00000021300	ENSG00000021300	45	39.0	0.107620566086758	3.73751929222719e-13
ENSG00000021355	ENSG00000021355	31	29.0	0.0942748231796226	1.24706261746674e-11
ENSG00000021762	ENSG00000021762	24	20.0	0.0261074796799484	0.000462370349753355
ENSG00000021776	ENSG00000021776	3	2.0	0.0295927932545768	0.000190418030824108
ENSG00000021826	ENSG00000021826	28	27.0	0.0302712412172725	0.000160272117070172
ENSG00000022277	ENSG00000022277	15	15.0	0.0259228734308994	0.000484663156694294
ENSG00000022556	ENSG00000022556	102	94.0	0.45399814735635	5.85924017142231e-63
ENSG00000022567	ENSG00000022567	29	28.0	0.0172689737054125	0.00449022878524987
ENSG00000022976	ENSG00000022976	30	27.0	0.0123827509341655	0.0162534468699159
ENSG00000023041	ENSG00000023041	6	5.0	0.103476805830422	1.1157560216941699e-12
ENSG00000023171	ENSG00000023171	2	2.0	0.0110447573436212	0.0232767366686913
ENSG00000023191	ENSG00000023191	42	31.0	0.0571230092861074	1.77579470999386e-07
ENSG00000023228	ENSG00000023228	16	16.0	0.0915254155157834	2.5552686757431798e-11
ENSG00000023287	ENSG00000023287	42	37.0	0.0117222893071534	0.0193967648474259
ENSG00000023516	ENSG00000023516	33	32.0	0.263055583413165	1.26098055404079e-32
ENSG00000023572	ENSG00000023572	9	8.0	0.0803803202866414	4.6016055355288803e-10
ENSG00000023608	ENSG00000023608	26	25.0	0.0206833110010359	0.00185549053210751
ENSG00000023902	ENSG00000023902	5	2.0	0.0251792262646055	0.00058596374104676
ENSG00000023909	ENSG00000023909	53	47.0	0.168921651363316	2.028011798998e-20
ENSG00000024048	ENSG00000024048	65	63.0	0.0264663036210538	0.000421943881583105
ENSG00000024422	ENSG00000024422	3	3.0	0.0163432033341137	0.00571615870513569
ENSG00000024862	ENSG00000024862	17	17.0	0.110021060982846	1.97955867377643e-13
ENSG00000025156	ENSG00000025156	4	3.0	0.122485338340813	7.12824591649665e-15
ENSG00000025423	ENSG00000025423	17	15.0	0.209892738945005	1.46950911933919e-25
ENSG00000025434	ENSG00000025434	10	9.0	0.0154354566446912	0.00724929008737304
ENSG00000025708	ENSG00000025708	1	1.0	0.0244027086210866	0.000714563087052493
ENSG00000025772	ENSG00000025772	5	5.0	0.183574334299911	3.1416149583103097e-22
ENSG00000025796	ENSG00000025796	3	3.0	0.00882706672799559	0.0426425805336151
ENSG00000026025	ENSG00000026025	45	38.0	0.0276883631981796	0.000309069123690979
ENSG00000026103	ENSG00000026103	16	15.0	0.604998821341674	1.22402497742736e-95
ENSG00000026508	ENSG00000026508	3	3.0	0.0205047207318092	0.00194285964400127
ENSG00000026559	ENSG00000026559	20	18.0	0.0121723287559535	0.017193608411906
ENSG00000026652	ENSG00000026652	5	5.0	0.0213429180633883	0.00156577541852388
ENSG00000027001	ENSG00000027001	1	1.0	0.00859704428586667	0.0454473118529986
ENSG00000027075	ENSG00000027075	2	2.0	0.00849430164951932	0.0467620120185059
ENSG00000027697	ENSG00000027697	53	50.0	0.0323175197614853	9.53501674268039e-05
ENSG00000028116	ENSG00000028116	1	1.0	0.0192097564616888	0.00271405534048484
ENSG00000028528	ENSG00000028528	18	16.0	0.0647090119150657	2.57068614316783e-08
ENSG00000029153	ENSG00000029153	32	26.0	0.0423934730364052	7.43421031439863e-06
ENSG00000029363	ENSG00000029363	1	1.0	0.0131793730607369	0.0131466982659518
ENSG00000029364	ENSG00000029364	2	2.0	0.00827318477777324	0.0497288934036331
ENSG00000029534	ENSG00000029534	2	2.0	0.0368738411899735	3.00577293266287e-05
ENSG00000029639	ENSG00000029639	7	5.0	0.287631591780763	4.61561394299403e-36
ENSG00000029725	ENSG00000029725	32	29.0	0.0498219877414023	1.13303118814216e-06
ENSG00000030110	ENSG00000030110	10	9.0	0.053850708549535	4.07783285357362e-07
ENSG00000030419	ENSG00000030419	2	2.0	0.0121082490827347	0.0174908810060212
ENSG00000030582	ENSG00000030582	6	4.0	0.0357608401363928	3.98431623176981e-05
ENSG00000031003	ENSG00000031003	2	2.0	0.0174692044801337	0.00426229099574602
ENSG00000031081	ENSG00000031081	11	10.0	0.018293773745366	0.00344063769619014
ENSG00000031691	ENSG00000031691	20	18.0	0.382259610475208	1.74890418425794e-50
ENSG00000031698	ENSG00000031698	15	15.0	0.0141652544520926	0.0101262367973557
ENSG00000031823	ENSG00000031823	2	1.0	0.0421678852729083	7.87100172974414e-06
ENSG00000032219	ENSG00000032219	1	1.0	0.0209804800320989	0.0017188088592137
ENSG00000032389	ENSG00000032389	84	72.0	0.012316891787392	0.0165418857767389
ENSG00000032742	ENSG00000032742	29	28.0	0.29358995932088	6.50960306356179e-37
ENSG00000033011	ENSG00000033011	49	46.0	0.0539005938105747	4.02651687680954e-07
ENSG00000033030	ENSG00000033030	10	9.0	0.00896748807837427	0.0410200822568981
ENSG00000033050	ENSG00000033050	15	15.0	0.0623460683401879	4.69768442819715e-08
ENSG00000033170	ENSG00000033170	15	15.0	0.0495043890173021	1.22801025867261e-06
ENSG00000033867	ENSG00000033867	4	4.0	0.0425687698244702	7.11159616064046e-06
ENSG00000034053	ENSG00000034053	25	17.0	0.0164820097881184	0.00551265450703991
ENSG00000034063	ENSG00000034063	1	1.0	0.050238390315293	1.01953062029619e-06
ENSG00000034152	ENSG00000034152	1	NA	0.0110849284455848	0.0230257537401048
ENSG00000034239	ENSG00000034239	72	65.0	0.621914079893388	4.69909464078973e-100
ENSG00000034533	ENSG00000034533	17	15.0	0.0548013185892528	3.20334165314731e-07
ENSG00000034693	ENSG00000034693	7	7.0	0.24821422685341	1.3246072727758798e-30
ENSG00000035115	ENSG00000035115	30	19.0	0.0314646585156783	0.000118381922138772
ENSG00000035141	ENSG00000035141	7	7.0	0.0372548381772243	2.72938643978545e-05
ENSG00000035403	ENSG00000035403	10	9.0	0.0662693090032709	1.72561889009262e-08
ENSG00000035499	ENSG00000035499	18	18.0	0.0104225694407009	0.0275466316977402
ENSG00000035664	ENSG00000035664	11	9.0	0.0785333880975864	7.41081001079521e-10
ENSG00000035681	ENSG00000035681	4	4.0	0.0114301626101717	0.020980643160063
ENSG00000035687	ENSG00000035687	2	2.0	0.0129819915404989	0.0138547119006134
ENSG00000035928	ENSG00000035928	58	52.0	0.0247459781231126	0.000654538950432439
ENSG00000036257	ENSG00000036257	17	16.0	0.0319327368552135	0.000105125707983467
ENSG00000036448	ENSG00000036448	41	34.0	0.403163143340034	5.792218317853821e-54
ENSG00000036530	ENSG00000036530	1	1.0	0.0130159967069551	0.0137300047917516
ENSG00000036549	ENSG00000036549	36	33.0	0.0307586686202421	0.000141614076221552
ENSG00000037042	ENSG00000037042	16	14.0	0.282094364619383	2.8089084448195e-35
ENSG00000037241	ENSG00000037241	5	5.0	0.017537238946276	0.00418754237911018
ENSG00000037474	ENSG00000037474	45	42.0	0.321011684922577	6.38691138454171e-41
ENSG00000037637	ENSG00000037637	47	45.0	0.0199152454922974	0.00226184871978811
ENSG00000037749	ENSG00000037749	8	6.0	0.0516223975829444	7.17774604804175e-07
ENSG00000037757	ENSG00000037757	15	14.0	0.375550530611351	2.1624724777748197e-49
ENSG00000037897	ENSG00000037897	1	1.0	0.0119917878195199	0.0180447630216252
ENSG00000038002	ENSG00000038002	24	22.0	0.400126082482454	1.88745945036199e-53
ENSG00000038210	ENSG00000038210	32	30.0	0.203159341623765	1.0693786474304501e-24
ENSG00000038219	ENSG00000038219	2	2.0	0.00932527042802587	0.0371712481736268
ENSG00000038295	ENSG00000038295	17	17.0	0.0302855869291823	0.000159689259530747
ENSG00000038382	ENSG00000038382	1	1.0	0.0334531642878871	7.14942167403691e-05
ENSG00000038532	ENSG00000038532	1	1.0	0.0281090498947039	0.000277687634074697
ENSG00000038945	ENSG00000038945	39	34.0	0.166552571687707	3.9524934359363e-20
ENSG00000039068	ENSG00000039068	4	4.0	0.0572424912641133	1.72265996336457e-07
ENSG00000039139	ENSG00000039139	75	67.0	0.331137589546238	1.9262623736768503e-42
ENSG00000039319	ENSG00000039319	60	56.0	0.125459127051198	3.2056129256441202e-15
ENSG00000039523	ENSG00000039523	2	2.0	0.00921965125093718	0.0382665313891813
ENSG00000039560	ENSG00000039560	61	54.0	0.0204502366348346	0.00197033242520606
ENSG00000039650	ENSG00000039650	76	63.0	0.126812685013293	2.22633190792256e-15
