gene	gene_name	n_snps_in_model	n_snps_used	pred_perf_r2	pred_perf_pval
ENSG00000109854	ENSG00000109854	15	15.0	0.143346721616277	2.48673764115082e-17
ENSG00000109861	ENSG00000109861	16	15.0	0.0723111785594734	3.67242493391994e-09
ENSG00000109911	ENSG00000109911	2	2.0	0.0334835890110241	7.09449830540934e-05
ENSG00000109917	ENSG00000109917	7	7.0	0.0382481681242818	2.12256475786167e-05
ENSG00000109919	ENSG00000109919	3	2.0	0.0305062195423637	0.000150988228868142
ENSG00000109920	ENSG00000109920	1	1.0	0.0177503549958503	0.00396188450919193
ENSG00000109927	ENSG00000109927	1	1.0	0.00892509923625423	0.0415029396113107
ENSG00000109944	ENSG00000109944	7	7.0	0.0401879852152388	1.29909434607827e-05
ENSG00000109956	ENSG00000109956	20	17.0	0.0638784374541618	3.17780115437499e-08
ENSG00000109971	ENSG00000109971	1	1.0	0.0227544732034488	0.00108971283695626
ENSG00000110002	ENSG00000110002	29	27.0	0.0452934947942229	3.56805483403729e-06
ENSG00000110011	ENSG00000110011	1	1.0	0.013871731562362	0.0109428742835708
ENSG00000110013	ENSG00000110013	1	1.0	0.0170903795645684	0.00470395587432595
ENSG00000110025	ENSG00000110025	9	8.0	0.0309603674395387	0.000134545572189212
ENSG00000110031	ENSG00000110031	10	9.0	0.0170532408436079	0.00474968128508927
ENSG00000110046	ENSG00000110046	7	6.0	0.00851067215019307	0.0465498875163607
ENSG00000110047	ENSG00000110047	27	23.0	0.0234458261435204	0.00091279586601688
ENSG00000110048	ENSG00000110048	3	3.0	0.0197932007450012	0.00233424092266736
ENSG00000110057	ENSG00000110057	1	1.0	0.0169497868892924	0.00487944710239248
ENSG00000110060	ENSG00000110060	1	1.0	0.0136852726140295	0.0114963088574536
ENSG00000110063	ENSG00000110063	2	2.0	0.0135007761329707	0.012072118574914
ENSG00000110074	ENSG00000110074	33	30.0	0.2822909352322	2.63509681041506e-35
ENSG00000110075	ENSG00000110075	4	3.0	0.011831740447772	0.0188355247670836
ENSG00000110077	ENSG00000110077	1	1.0	0.0110130995350802	0.023476520164851
ENSG00000110080	ENSG00000110080	11	10.0	0.0509993720126341	8.40634760255136e-07
ENSG00000110090	ENSG00000110090	27	25.0	0.0207600722162787	0.00181916694511077
ENSG00000110107	ENSG00000110107	1	1.0	0.0396021338707878	1.5067204473831e-05
ENSG00000110108	ENSG00000110108	1	1.0	0.0220895062852587	0.00129244280160392
ENSG00000110148	ENSG00000110148	2	2.0	0.00913655041920838	0.0391519689300029
ENSG00000110171	ENSG00000110171	78	72.0	0.0481420622702293	1.73429707027767e-06
ENSG00000110200	ENSG00000110200	2	2.0	0.0101428606499103	0.0297232539526206
ENSG00000110218	ENSG00000110218	20	20.0	0.166113146404882	4.47238658608587e-20
ENSG00000110274	ENSG00000110274	6	6.0	0.0486585786289066	1.52155944153196e-06
ENSG00000110315	ENSG00000110315	57	53.0	0.355006682438063	4.05939778371238e-46
ENSG00000110318	ENSG00000110318	29	27.0	0.0400084070672117	1.35949701903038e-05
ENSG00000110328	ENSG00000110328	6	6.0	0.0818078119652148	3.18233907651642e-10
ENSG00000110330	ENSG00000110330	25	25.0	0.016322241839769	0.00574754705068593
ENSG00000110344	ENSG00000110344	40	34.0	0.0293648665559293	0.000201773226017095
ENSG00000110367	ENSG00000110367	34	31.0	0.0103475932316245	0.0281133432924217
ENSG00000110395	ENSG00000110395	32	30.0	0.0368919494374088	2.99202395179748e-05
ENSG00000110400	ENSG00000110400	2	1.0	0.00855680458932066	0.0459575359338236
ENSG00000110427	ENSG00000110427	4	4.0	0.024952831242776	0.00062084505951212
ENSG00000110429	ENSG00000110429	3	3.0	0.0439330303864495	5.03505072161268e-06
ENSG00000110435	ENSG00000110435	25	23.0	0.0900703813410792	3.7326028948886e-11
ENSG00000110446	ENSG00000110446	2	2.0	0.0209498881795574	0.00173239706523274
ENSG00000110455	ENSG00000110455	19	18.0	0.374851964115883	2.8054504780502e-49
ENSG00000110492	ENSG00000110492	8	8.0	0.00872484044965601	0.0438659568877657
ENSG00000110497	ENSG00000110497	9	9.0	0.0152275586758478	0.00765578000510451
ENSG00000110514	ENSG00000110514	16	13.0	0.366400184857338	6.39678801275619e-48
ENSG00000110583	ENSG00000110583	2	2.0	0.00950387694296702	0.0353928898077851
ENSG00000110619	ENSG00000110619	3	1.0	0.0233397499229202	0.000937933763289874
ENSG00000110628	ENSG00000110628	13	13.0	0.177403465682628	1.83274408293178e-21
ENSG00000110651	ENSG00000110651	32	27.0	0.0706392922319944	5.638752725066131e-09
ENSG00000110660	ENSG00000110660	11	10.0	0.106564266380761	4.94128423163973e-13
ENSG00000110675	ENSG00000110675	16	12.0	0.040625208399095	1.16301585581884e-05
ENSG00000110693	ENSG00000110693	1	1.0	0.0121208985323794	0.0174317830456788
ENSG00000110696	ENSG00000110696	53	49.0	0.108934572579666	2.63981809507152e-13
ENSG00000110700	ENSG00000110700	2	2.0	0.0205320668955211	0.00192921687602934
ENSG00000110711	ENSG00000110711	1	1.0	0.0113702243371408	0.0213217801391339
ENSG00000110713	ENSG00000110713	1	1.0	0.0121660597637692	0.017222460323361
ENSG00000110717	ENSG00000110717	12	10.0	0.0423995600566242	7.42276637787533e-06
ENSG00000110721	ENSG00000110721	7	6.0	0.00989560640440131	0.0317959540360435
ENSG00000110756	ENSG00000110756	3	3.0	0.00852982058725092	0.0463030493465273
ENSG00000110768	ENSG00000110768	20	19.0	0.312085397039871	1.34057265828363e-39
ENSG00000110786	ENSG00000110786	22	21.0	0.0282961304125662	0.000264779722455766
ENSG00000110799	ENSG00000110799	2	2.0	0.0403030328700322	1.26181529790176e-05
ENSG00000110801	ENSG00000110801	1	1.0	0.0394462149230812	1.56736587592326e-05
ENSG00000110841	ENSG00000110841	77	75.0	0.1870416363179	1.1597478722233699e-22
ENSG00000110851	ENSG00000110851	31	28.0	0.0635023176198214	3.49790531663072e-08
ENSG00000110852	ENSG00000110852	2	1.0	0.0105923425247892	0.0263067162608698
ENSG00000110871	ENSG00000110871	49	42.0	0.19852916336209	4.14765271784518e-24
ENSG00000110876	ENSG00000110876	1	1.0	0.014080601966421	0.0103551554533772
ENSG00000110880	ENSG00000110880	20	20.0	0.0662357063716719	1.74050259717815e-08
ENSG00000110881	ENSG00000110881	3	2.0	0.0334970115062238	7.07040229664281e-05
ENSG00000110888	ENSG00000110888	68	63.0	0.0666829561861805	1.55247527900274e-08
ENSG00000110900	ENSG00000110900	92	84.0	0.535285732747493	3.09387141272008e-79
ENSG00000110917	ENSG00000110917	58	51.0	0.0356958095592209	4.05047919459633e-05
ENSG00000110921	ENSG00000110921	35	34.0	0.0200200982007518	0.00220146809933912
ENSG00000110931	ENSG00000110931	58	55.0	0.0242364417072185	0.000745597964286806
ENSG00000110934	ENSG00000110934	2	2.0	0.0338757258092746	6.42330446608858e-05
ENSG00000110955	ENSG00000110955	7	6.0	0.0087402711550103	0.0436789596073301
ENSG00000110958	ENSG00000110958	2	2.0	0.030572767440213	0.000148458337859538
ENSG00000110975	ENSG00000110975	24	22.0	0.353081808002324	8.12588590483895e-46
ENSG00000111052	ENSG00000111052	2	2.0	0.0573595351898245	1.67214837377222e-07
ENSG00000111058	ENSG00000111058	27	27.0	0.0415022647837675	9.31513425388385e-06
ENSG00000111077	ENSG00000111077	15	15.0	0.262487757850831	1.50929586935345e-32
ENSG00000111110	ENSG00000111110	1	1.0	0.0116292264271849	0.0198875077690062
ENSG00000111144	ENSG00000111144	3	3.0	0.015660916476266	0.00683323335323118
ENSG00000111145	ENSG00000111145	1	1.0	0.0225215556903249	0.00115679262704242
ENSG00000111196	ENSG00000111196	27	24.0	0.0331562524489108	7.70829237741499e-05
ENSG00000111215	ENSG00000111215	44	38.0	0.412393536338668	1.5401255100195599e-55
ENSG00000111224	ENSG00000111224	12	12.0	0.143932942266048	2.11736644439236e-17
ENSG00000111229	ENSG00000111229	2	2.0	0.0156218059608436	0.00690362462651395
ENSG00000111237	ENSG00000111237	8	7.0	0.0173609987537604	0.00438397317853144
ENSG00000111252	ENSG00000111252	2	1.0	0.0102544419097954	0.0288343159387614
ENSG00000111254	ENSG00000111254	26	25.0	0.31094804968686	1.97023492438551e-39
ENSG00000111262	ENSG00000111262	1	1.0	0.0164011508213225	0.00563028964323051
ENSG00000111266	ENSG00000111266	7	7.0	0.00912525453637925	0.039273969044108
ENSG00000111269	ENSG00000111269	16	13.0	0.0187915227796532	0.0030242724753534
ENSG00000111275	ENSG00000111275	33	29.0	0.0653756879263637	2.16823748933136e-08
ENSG00000111276	ENSG00000111276	4	3.0	0.0324880133786024	9.13151725582444e-05
ENSG00000111305	ENSG00000111305	4	4.0	0.0181777055810616	0.00354580264737494
ENSG00000111321	ENSG00000111321	30	30.0	0.102592293062725	1.40837923954541e-12
ENSG00000111325	ENSG00000111325	35	33.0	0.0301058513122065	0.000167147922825989
ENSG00000111328	ENSG00000111328	40	37.0	0.0266528584705449	0.000402349199821807
ENSG00000111331	ENSG00000111331	35	34.0	0.0312242484525323	0.000125829236738219
ENSG00000111335	ENSG00000111335	2	2.0	0.0156022382403697	0.00693911918545747
ENSG00000111344	ENSG00000111344	1	1.0	0.0173637394721739	0.00438084804560348
ENSG00000111358	ENSG00000111358	31	29.0	0.0411057756765358	1.02983340091064e-05
ENSG00000111361	ENSG00000111361	40	37.0	0.0590381620129304	1.09100057156491e-07
ENSG00000111364	ENSG00000111364	43	39.0	0.327503543446698	6.80810109349248e-42
ENSG00000111371	ENSG00000111371	1	NA	0.0469263972811874	2.35970295923611e-06
ENSG00000111404	ENSG00000111404	2	2.0	0.0152309763359921	0.00764891343075383
ENSG00000111445	ENSG00000111445	5	4.0	0.021744451611399	0.00141221889670929
ENSG00000111450	ENSG00000111450	1	1.0	0.01001012432923	0.030817904314738
ENSG00000111452	ENSG00000111452	19	19.0	0.0282449228353766	0.000268251782142638
ENSG00000111481	ENSG00000111481	2	2.0	0.0255360712985152	0.000534939947456376
ENSG00000111490	ENSG00000111490	19	17.0	0.0377475112128199	2.40934824157448e-05
ENSG00000111530	ENSG00000111530	11	10.0	0.0143401285511494	0.00966956194809759
ENSG00000111554	ENSG00000111554	21	20.0	0.0809122878074561	4.01092451079584e-10
ENSG00000111581	ENSG00000111581	15	14.0	0.137462977806012	1.24201645058872e-16
ENSG00000111596	ENSG00000111596	45	43.0	0.0129121040946023	0.0141146680102634
ENSG00000111602	ENSG00000111602	1	1.0	0.0239847002502105	0.000795189154158919
ENSG00000111615	ENSG00000111615	12	11.0	0.354140230161589	5.54940205074634e-46
ENSG00000111639	ENSG00000111639	17	17.0	0.0245729048752023	0.000684140278748128
ENSG00000111641	ENSG00000111641	10	9.0	0.0123386470873771	0.0164460284399647
ENSG00000111652	ENSG00000111652	49	42.0	0.0163952017378097	0.00563904455034624
ENSG00000111664	ENSG00000111664	3	3.0	0.092958595505255	1.75844941951747e-11
ENSG00000111666	ENSG00000111666	25	25.0	0.199964228457963	2.72709865597581e-24
ENSG00000111670	ENSG00000111670	11	10.0	0.0186671781034209	0.00312324971396981
ENSG00000111671	ENSG00000111671	68	63.0	0.322969365012699	3.25885115694723e-41
ENSG00000111676	ENSG00000111676	58	49.0	0.0375052237206481	2.56174877023201e-05
ENSG00000111678	ENSG00000111678	2	1.0	0.0336900854485643	6.73273192749304e-05
ENSG00000111679	ENSG00000111679	1	1.0	0.0193697574858923	0.00260407097859939
ENSG00000111684	ENSG00000111684	4	4.0	0.0293885556679733	0.000200562080452062
ENSG00000111696	ENSG00000111696	54	52.0	0.167789833212158	2.79009041099926e-20
ENSG00000111707	ENSG00000111707	48	47.0	0.12069638657377	1.15151917082719e-14
ENSG00000111716	ENSG00000111716	9	9.0	0.0141854513464192	0.0100723878159018
ENSG00000111727	ENSG00000111727	22	20.0	0.0228043429037738	0.00107586772380295
ENSG00000111728	ENSG00000111728	30	27.0	0.0734429027293044	2.74640794771447e-09
ENSG00000111729	ENSG00000111729	29	24.0	0.0287702388374504	0.000234700591781354
ENSG00000111737	ENSG00000111737	1	1.0	0.0175997507618347	0.00412003334931814
ENSG00000111752	ENSG00000111752	2	1.0	0.0291259930338334	0.000214403800816024
ENSG00000111775	ENSG00000111775	16	15.0	0.0398074725744883	1.43041912360633e-05
ENSG00000111786	ENSG00000111786	34	29.0	0.291917955986263	1.1297322365299901e-36
ENSG00000111799	ENSG00000111799	11	8.0	0.0397919402956697	1.43605309106264e-05
ENSG00000111801	ENSG00000111801	33	28.0	0.148588295675238	5.88382618528488e-18
ENSG00000111802	ENSG00000111802	27	24.0	0.0238708083463094	0.000818703144189167
ENSG00000111816	ENSG00000111816	6	6.0	0.0294476195490278	0.000197574011093764
ENSG00000111817	ENSG00000111817	34	32.0	0.0236238514429456	0.000872122548470933
ENSG00000111832	ENSG00000111832	19	19.0	0.132119954055533	5.3050959749062e-16
ENSG00000111834	ENSG00000111834	2	2.0	0.0120945767054896	0.0175549897806086
ENSG00000111837	ENSG00000111837	13	12.0	0.0126677328225443	0.0150636289804897
ENSG00000111843	ENSG00000111843	62	61.0	0.059428327460867	9.87864241343831e-08
ENSG00000111845	ENSG00000111845	26	23.0	0.0236218961344718	0.000872559213878306
ENSG00000111846	ENSG00000111846	6	6.0	0.0225672830530494	0.00114330274075556
ENSG00000111850	ENSG00000111850	30	28.0	0.367739748357382	3.9078062407056196e-48
ENSG00000111863	ENSG00000111863	33	32.0	0.111995740957103	1.1722968840251e-13
ENSG00000111875	ENSG00000111875	25	23.0	0.0268329983554269	0.000384296281425666
ENSG00000111877	ENSG00000111877	32	29.0	0.054844538947271	3.16837222617452e-07
ENSG00000111879	ENSG00000111879	52	49.0	0.270825069187622	1.0631380019482799e-33
ENSG00000111880	ENSG00000111880	44	42.0	0.0247607980105832	0.000652064943523853
ENSG00000111897	ENSG00000111897	26	23.0	0.0205719201425166	0.00190950744534363
ENSG00000111906	ENSG00000111906	35	32.0	0.125462167250803	3.2029910334490602e-15
ENSG00000111907	ENSG00000111907	21	18.0	0.146339748461182	1.0930073417093101e-17
ENSG00000111911	ENSG00000111911	85	80.0	0.033984941993527	6.2479596545208e-05
ENSG00000111912	ENSG00000111912	1	1.0	0.0213073889429403	0.00158014855307547
ENSG00000111913	ENSG00000111913	1	1.0	0.0197603331220863	0.00235413391803479
ENSG00000111961	ENSG00000111961	50	45.0	0.091496500697977	2.57459588417023e-11
ENSG00000111962	ENSG00000111962	10	10.0	0.0688710247163077	8.86979048759436e-09
ENSG00000112031	ENSG00000112031	31	28.0	0.0899957910084023	3.8057736097722595e-11
ENSG00000112053	ENSG00000112053	11	9.0	0.233109452813938	1.37974374114704e-28
ENSG00000112062	ENSG00000112062	2	2.0	0.0132645790556885	0.0128526189913984
ENSG00000112078	ENSG00000112078	6	5.0	0.02424520879568	0.000743928152616815
ENSG00000112079	ENSG00000112079	2	2.0	0.0152996578976979	0.00751224390473787
ENSG00000112096	ENSG00000112096	1	1.0	0.0243040406755151	0.000732819759821807
ENSG00000112110	ENSG00000112110	13	11.0	0.0343456735260942	5.70216959415115e-05
ENSG00000112118	ENSG00000112118	15	13.0	0.0399622442873351	1.37547299827139e-05
ENSG00000112130	ENSG00000112130	3	3.0	0.0179656808463634	0.00374639234139805
ENSG00000112137	ENSG00000112137	2	2.0	0.0111994634729648	0.0223253869108308
ENSG00000112139	ENSG00000112139	32	32.0	0.0151596409373663	0.00779354639549248
ENSG00000112149	ENSG00000112149	29	29.0	0.197273873447603	5.9818497632180504e-24
ENSG00000112159	ENSG00000112159	4	3.0	0.0201824628252663	0.00211116505129054
ENSG00000112167	ENSG00000112167	1	NA	0.0200779076886717	0.00216887700671903
ENSG00000112182	ENSG00000112182	1	1.0	0.0094793695178915	0.0356315592003714
ENSG00000112208	ENSG00000112208	2	2.0	0.0313955962066787	0.00012047487561326
ENSG00000112214	ENSG00000112214	34	34.0	0.0639879941344231	3.09018109503306e-08
ENSG00000112218	ENSG00000112218	10	10.0	0.0244130320836999	0.000712679567275987
ENSG00000112232	ENSG00000112232	26	22.0	0.0488902345683035	1.43481546092715e-06
ENSG00000112234	ENSG00000112234	26	26.0	0.58814032967868	2.01783872925051e-91
ENSG00000112245	ENSG00000112245	1	1.0	0.0290462957047287	0.000218791983495293
ENSG00000112249	ENSG00000112249	17	17.0	0.121553740810707	9.151571230802692e-15
ENSG00000112276	ENSG00000112276	63	56.0	0.0432332629758293	6.01072421499505e-06
ENSG00000112282	ENSG00000112282	2	2.0	0.0320672595549288	0.000101598877122381
ENSG00000112290	ENSG00000112290	41	35.0	0.0202736528377601	0.00206209797025422
ENSG00000112294	ENSG00000112294	38	37.0	0.190366252732184	4.4435527460496203e-23
ENSG00000112297	ENSG00000112297	50	45.0	0.186086588410979	1.52667944209472e-22
ENSG00000112303	ENSG00000112303	13	12.0	0.0433423233212778	5.84707391464216e-06
ENSG00000112305	ENSG00000112305	52	49.0	0.0235697521771044	0.000884285726397993
ENSG00000112306	ENSG00000112306	21	19.0	0.00978726954883289	0.0327509395957415
ENSG00000112308	ENSG00000112308	15	14.0	0.0134696143373436	0.0121722484113584
ENSG00000112309	ENSG00000112309	8	7.0	0.0391544063798467	1.6875040861285e-05
ENSG00000112319	ENSG00000112319	103	99.0	0.13622104683388	1.74184924661954e-16
ENSG00000112320	ENSG00000112320	19	18.0	0.0122050522226319	0.0170438090343886
ENSG00000112333	ENSG00000112333	3	3.0	0.0454053782714801	3.46840108501154e-06
ENSG00000112335	ENSG00000112335	1	1.0	0.025524336563927	0.00053654458790846
ENSG00000112339	ENSG00000112339	13	13.0	0.18403732017267	2.75083284689047e-22
ENSG00000112343	ENSG00000112343	1	1.0	0.0157947835228989	0.00659777822377106
ENSG00000112357	ENSG00000112357	4	4.0	0.0792775078335683	6.11673918095975e-10
ENSG00000112365	ENSG00000112365	1	1.0	0.00978095207352895	0.032807540422477
ENSG00000112367	ENSG00000112367	14	14.0	0.173434125507001	5.66133922965094e-21
ENSG00000112378	ENSG00000112378	43	41.0	0.0979989994969141	4.706221040531009e-12
ENSG00000112394	ENSG00000112394	22	22.0	0.130238652375008	8.82846145008649e-16
ENSG00000112406	ENSG00000112406	1	1.0	0.0128787827238909	0.0142403666334028
ENSG00000112414	ENSG00000112414	3	3.0	0.00877815826625626	0.0432233603680445
ENSG00000112419	ENSG00000112419	9	9.0	0.0545621028326342	3.40397457277959e-07
ENSG00000112486	ENSG00000112486	32	28.0	0.0643614995117555	2.80918337096257e-08
ENSG00000112530	ENSG00000112530	44	41.0	0.118301595161844	2.18532232364714e-14
ENSG00000112541	ENSG00000112541	15	14.0	0.012955674818819	0.0139520196617479
ENSG00000112561	ENSG00000112561	2	2.0	0.0139645938372485	0.0106774816615426
ENSG00000112562	ENSG00000112562	49	44.0	0.167548364909011	2.98644073776205e-20
ENSG00000112576	ENSG00000112576	26	25.0	0.00880773718591414	0.042871132188646
ENSG00000112578	ENSG00000112578	1	1.0	0.0198633750299498	0.00229233488297624
ENSG00000112584	ENSG00000112584	9	8.0	0.0722572309172559	3.7236217478355803e-09
ENSG00000112592	ENSG00000112592	1	1.0	0.0204581092204053	0.00196633867536203
ENSG00000112619	ENSG00000112619	18	18.0	0.67880124172419	1.6736739587806e-116
ENSG00000112640	ENSG00000112640	1	1.0	0.02293278409713	0.00104101956952581
ENSG00000112651	ENSG00000112651	59	51.0	0.0362459661818324	3.52370682295815e-05
ENSG00000112655	ENSG00000112655	25	24.0	0.0346976823043502	5.21563795623852e-05
ENSG00000112658	ENSG00000112658	1	1.0	0.0155173591571811	0.0070952472366362
ENSG00000112659	ENSG00000112659	40	39.0	0.10306052477711	1.24504291019634e-12
ENSG00000112667	ENSG00000112667	17	17.0	0.029178282297986	0.000211572813627327
ENSG00000112679	ENSG00000112679	33	26.0	0.0327664682566708	8.50897214272647e-05
ENSG00000112685	ENSG00000112685	39	35.0	0.270757467798787	1.08638470807788e-33
ENSG00000112695	ENSG00000112695	1	1.0	0.0257383587372215	0.000508024808349948
ENSG00000112697	ENSG00000112697	8	8.0	0.0109061486492472	0.0241646612440705
ENSG00000112701	ENSG00000112701	28	27.0	0.0381740844678883	2.16274299525966e-05
ENSG00000112706	ENSG00000112706	56	51.0	0.0899138527175209	3.88780121012487e-11
ENSG00000112715	ENSG00000112715	8	8.0	0.0294171527772864	0.000199109719059672
ENSG00000112739	ENSG00000112739	1	NA	0.0386312169496974	1.92643313137303e-05
ENSG00000112759	ENSG00000112759	3	3.0	0.0542329327242192	3.70071665002898e-07
ENSG00000112763	ENSG00000112763	10	10.0	0.0733077449158832	2.84341756705614e-09
ENSG00000112782	ENSG00000112782	19	19.0	0.0818618555050757	3.13819007493248e-10
ENSG00000112787	ENSG00000112787	33	24.0	0.0437928657761089	5.21689578228827e-06
ENSG00000112796	ENSG00000112796	20	17.0	0.0369110973127978	2.97755407976933e-05
ENSG00000112799	ENSG00000112799	29	29.0	0.0280345697916936	0.000283000660843886
ENSG00000112812	ENSG00000112812	2	1.0	0.0271239227789474	0.000356842979970362
ENSG00000112837	ENSG00000112837	3	3.0	0.0356757969894454	4.07106074714503e-05
ENSG00000112851	ENSG00000112851	20	19.0	0.0168340250722226	0.00502892334518413
ENSG00000112852	ENSG00000112852	50	45.0	0.107452700047378	3.90716272008382e-13
ENSG00000112855	ENSG00000112855	1	1.0	0.0194290953667588	0.00256443750939849
ENSG00000112874	ENSG00000112874	52	46.0	0.315933219916442	3.6266567852708397e-40
ENSG00000112877	ENSG00000112877	63	45.0	0.112470319927198	1.03345113983527e-13
ENSG00000112893	ENSG00000112893	26	24.0	0.114436789637852	6.125870103555921e-14
ENSG00000112936	ENSG00000112936	41	38.0	0.0301710426027254	0.000164403064274202
ENSG00000112941	ENSG00000112941	68	65.0	0.0146438586459859	0.00892572226964869
ENSG00000112964	ENSG00000112964	35	32.0	0.179063609998079	1.14176375739185e-21
ENSG00000112972	ENSG00000112972	53	50.0	0.134793376621815	2.56817674592518e-16
ENSG00000112981	ENSG00000112981	91	86.0	0.308930870995242	3.8944158473100005e-39
ENSG00000112992	ENSG00000112992	13	13.0	0.0109791360175803	0.0236928253357976
ENSG00000112996	ENSG00000112996	1	1.0	0.0135679665385074	0.0118590782909785
ENSG00000113013	ENSG00000113013	1	1.0	0.0269563861206772	0.000372402624434186
ENSG00000113048	ENSG00000113048	22	22.0	0.309993598585025	2.72047147276503e-39
ENSG00000113083	ENSG00000113083	6	6.0	0.043222845691478	6.026593405407e-06
ENSG00000113100	ENSG00000113100	11	10.0	0.0239065982852971	0.000811239540290366
ENSG00000113119	ENSG00000113119	1	NA	0.020964301606349	0.00172598149309832
ENSG00000113140	ENSG00000113140	65	58.0	0.0502899393698626	1.00629384545021e-06
ENSG00000113163	ENSG00000113163	33	33.0	0.0202655510275627	0.00206641033308515
ENSG00000113205	ENSG00000113205	13	13.0	0.23325705971878	1.3190720840507e-28
ENSG00000113209	ENSG00000113209	45	38.0	0.0955781567328327	8.870281586083809e-12
ENSG00000113212	ENSG00000113212	15	14.0	0.13805111956316	1.05803688371925e-16
ENSG00000113231	ENSG00000113231	35	33.0	0.180540927856188	7.4877811659023095e-22
ENSG00000113240	ENSG00000113240	1	1.0	0.0235915024046883	0.000879375208800896
ENSG00000113248	ENSG00000113248	29	27.0	0.0439077131306712	5.06742114156257e-06
ENSG00000113262	ENSG00000113262	17	14.0	0.0114642611461221	0.0207890890305887
ENSG00000113269	ENSG00000113269	1	1.0	0.0236080268333226	0.000875662873151852
ENSG00000113272	ENSG00000113272	13	13.0	0.157927625087566	4.420265315555321e-19
ENSG00000113273	ENSG00000113273	68	65.0	0.408392578895141	7.470791617034809e-55
ENSG00000113296	ENSG00000113296	21	19.0	0.0340674615351341	6.11866275043048e-05
ENSG00000113318	ENSG00000113318	79	74.0	0.497473905224989	2.44300852761449e-71
ENSG00000113319	ENSG00000113319	22	22.0	0.017341036111081	0.00440680410690223
ENSG00000113328	ENSG00000113328	4	3.0	0.0363098640356949	3.46715151318201e-05
ENSG00000113356	ENSG00000113356	13	12.0	0.0195611483635341	0.00247841017330371
ENSG00000113360	ENSG00000113360	1	1.0	0.0278139747878876	0.000299343238250975
ENSG00000113361	ENSG00000113361	1	1.0	0.0157679151300349	0.00664436504186303
ENSG00000113368	ENSG00000113368	1	1.0	0.0256126198609022	0.000524590223861969
ENSG00000113369	ENSG00000113369	3	3.0	0.0277727516501966	0.000302500713061865
ENSG00000113387	ENSG00000113387	3	3.0	0.0154680946453042	0.00718750036216727
ENSG00000113391	ENSG00000113391	10	9.0	0.00871220020887171	0.0440197633151484
ENSG00000113396	ENSG00000113396	26	23.0	0.270329657145788	1.2456991208287099e-33
ENSG00000113448	ENSG00000113448	44	38.0	0.0326125502461652	8.84763726926788e-05
ENSG00000113456	ENSG00000113456	58	55.0	0.0172678224323914	0.00449157450412458
ENSG00000113494	ENSG00000113494	51	47.0	0.154580128877305	1.12130263887382e-18
ENSG00000113504	ENSG00000113504	40	33.0	0.00940211889365032	0.0363949197568429
ENSG00000113522	ENSG00000113522	32	29.0	0.0284388902145673	0.000255336436471384
ENSG00000113532	ENSG00000113532	1	1.0	0.0199230491952926	0.00225729778638739
ENSG00000113552	ENSG00000113552	9	8.0	0.0097506889354194	0.0330800952572788
ENSG00000113558	ENSG00000113558	2	2.0	0.0126026949725738	0.0153270493767947
ENSG00000113575	ENSG00000113575	4	4.0	0.0195270459036785	0.00250034314920302
ENSG00000113578	ENSG00000113578	7	7.0	0.0469727890946999	2.33213978666892e-06
ENSG00000113583	ENSG00000113583	1	1.0	0.0112429795520771	0.0220650905196436
ENSG00000113593	ENSG00000113593	29	27.0	0.653573717411584	7.07979322511558e-109
ENSG00000113594	ENSG00000113594	13	13.0	0.0620892796379721	5.01552049692568e-08
ENSG00000113597	ENSG00000113597	22	20.0	0.106038466230827	5.67744773762745e-13
ENSG00000113621	ENSG00000113621	1	1.0	0.0097380779927106	0.0331943660619835
ENSG00000113638	ENSG00000113638	1	1.0	0.0222865398592876	0.00122869723182944
ENSG00000113643	ENSG00000113643	6	5.0	0.0748169335193821	1.92939072575782e-09
ENSG00000113645	ENSG00000113645	2	1.0	0.0136237416825781	0.011685155645527
ENSG00000113648	ENSG00000113648	4	4.0	0.014761974132418	0.00865245887508729
ENSG00000113658	ENSG00000113658	26	26.0	0.0542116662707795	3.72075291962331e-07
ENSG00000113712	ENSG00000113712	1	1.0	0.0153548134001855	0.0074042918642263
ENSG00000113716	ENSG00000113716	12	12.0	0.0181037119246324	0.00361453909893212
ENSG00000113719	ENSG00000113719	6	6.0	0.0149614264330611	0.00821022997211206
ENSG00000113732	ENSG00000113732	7	6.0	0.0359927203373682	3.75708292838025e-05
ENSG00000113734	ENSG00000113734	11	10.0	0.165547322371813	5.2433139110943005e-20
ENSG00000113739	ENSG00000113739	3	3.0	0.0124951643221148	0.0157729934567259
ENSG00000113742	ENSG00000113742	1	1.0	0.016931832156093	0.00490233208539472
ENSG00000113749	ENSG00000113749	2	2.0	0.0179855710191283	0.00372709596172833
ENSG00000113758	ENSG00000113758	2	2.0	0.0270115028060003	0.000367209956275729
ENSG00000113761	ENSG00000113761	1	NA	0.0172107125447148	0.00455884612466785
ENSG00000113763	ENSG00000113763	2	2.0	0.0177124835496777	0.0040010645982275
ENSG00000113812	ENSG00000113812	91	86.0	0.566202252410601	3.4825876509916206e-86
ENSG00000113838	ENSG00000113838	9	9.0	0.0196583131878308	0.00241697921241362
ENSG00000113845	ENSG00000113845	10	10.0	0.0101444886803825	0.0297100814131738
ENSG00000113851	ENSG00000113851	34	31.0	0.136085674889943	1.8072133774687001e-16
ENSG00000113916	ENSG00000113916	36	33.0	0.00915032407479912	0.0390037436173401
ENSG00000113946	ENSG00000113946	11	10.0	0.0320556081226728	0.000101899597939535
